nombre,marca,cantidades_disponibles,precio,precio_original,descripcion,referencia,url_producto,url_imagen
ELIZABETH ARDEN WHITE TEA WILD ROSE EDT 100 Ml,,100ml,$160.690,,"Una dulce y delicada fragancia floral matizada con frescura que dibuja una deliciosa sonrisa en tu rostro. White Tea Wild Rose captura la suave sorpresa de la rosa silvestre al borde del océano. Una dulzura creciente superpuesta a una brisa fresca. Sensual ramo de rosas coronado con flores frescas de pera. Envolvente calidez y promesa. La colección White Tea celebra el placer de una vida finamente elaborada. Descubre el simple placer de definir un momento para ti y saborear la reflexión personal que lo acompaña. Adapta el mundo a tu propio placer privado. Embotella el licor, añade un toque de serenidad y disfruta. White Tea te invita a compartir la belleza que te rodea todos los días. “Inspirado por un recuerdo agradable, cuando el aire comienza a calentarse y las primeras rosas de la temporada comienzan a florecer, llenando el aire con un aroma cautivador. Para capturar ese impresionante momento de placer para esta creación, impulsamos las notas florales atmosféricas del té blanco característico y las anclamos con las esencias de rosas nobles de Bulgaria y Turquía para crear una firma floral inolvidable”. – Los perfumistas Guillaume Flavigny y Rodrigo Flores-Roux, describen la inspiración para White Tea Wild Rose",5415,https://www.rp-luxury.com/es/fragancias-femeninas/5415-3876-elizabeth-arden-white-tea-wild-rose-edt-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5415.jpg
RABANNE OLYMPÉA SOLAR EAU DE PARFUM,,30ml | 50ml | 80ml,$118.300,$169.000,"Descubra la chispeante energía de la piel de mandarina y naranja, cuya calidez se intensifica con las flores de azahar y flor de cananga. La sensación instantánea que se experimenta bajo el brillo de un día radiante.",5305,https://www.rp-luxury.com/es/oportuluxury/5305-3327-rabanne-olympea-solar-eau-de-parfum.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5305.jpg
DAVIDOFF COOL WATER REBORN EAU DE TOILETTE FOR HER,,50ml | 100ml,$130.680,,"Descubre Davidoff Cool Water REBORN Eau de Toilette para ella, donde las notas chispeantes de bergamota, destiladas localmente en nuestro sitio de cosecha en Italia, se mezclan con la elegante sensualidad del vetiver que se obtiene responsablemente en la isla de Haití.",5412,https://www.rp-luxury.com/es/fragancias-femeninas/5412-3479-davidoff-cool-water-reborn-eau-de-toilette-for-her.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5412.jpg
CAROLINA HERRERA VERY GOOD GIRL EDP 30 Ml,,30ml,$117.821,$168.315,"Very Good Girl le lleva a un sorprendente viaje olfativo, empezando con las notas superiores de la juguetona y traviesa grosella roja y el exótico lichi, que conducen a las seductoras notas intermedias de rosa. Las notas de base de vetiver y vainilla proporcionan un acabado contemporáneo y sorprendente.",5410,https://www.rp-luxury.com/es/fragancias-femeninas/5410-3877-carolina-herrera-very-good-girl-edp-30-ml.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5410.jpg
ISSEY MIYAKE L`DISSEY EAU & MAGNOLIA EDT INTENSE,,50ml | 100ml,$231.000,,"L’Eau de Toilette Intense L’Eau d’Issey Eau & Magnolia es una fragancia luminosa y delicada. La frescura del agua realza la suavidad aterciopelada del pétalo de magnolia en un estallido de luz y notas florales. Todo comenzó con el agua, el manantial de la vida, el elemento original, una materia prima, la fuente de las posibilidades infinitas. Este viaje prosigue para encontrarse ahora con la delicadeza, feminidad y ligereza de la flor del magnolio. Su frasco minimalista, decorado con un toque beige, regresa a lo esencial y culmina con un tapón de madera que refleja la naturaleza virgen que lo inspira.",5400,https://www.rp-luxury.com/es/fragancias-femeninas/5400-3466-issey-miyake-ldissey-eau-magnolia-edt-intense.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5400.jpg
KENZO FLOWER BY KENZO L`ABSOLUE EAU DE PARFUM,,30ml | 50ml | 100ml,$173.390,$247.700,"El maestro perfumista Alberto Morillas trasciende la amapola. Firma con FLOWER BY KENZO L’Absolue un perfume para mujer, floral, especiado, envolvente y sofisticado. FLOWER BY KENZO L’Absolue, la interpretación olfativa de una super-floración.",5384,https://www.rp-luxury.com/es/oportuluxury/5384-3460-kenzo-flower-by-kenzo-labsolue-eau-de-parfum.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5384.jpg
HERMES EAU DE BASILIC POURPRE COLOGNE 100 Ml,,100ml,$238.000,,"LA CREACIÓN Las colognes de Hermès dan la bienvenida a una nueva creación vegetal, ligera y etérea. Creada por la perfumista de Hermès Christine Nagel, Eau de Basilic Pourpre es un homenaje a esta planta aromática bañada por el sol, que evoca la convivencia y los veranos en familia.",5355,https://www.rp-luxury.com/es/fragancias-masculinas/5355-3878-hermes-eau-de-basilic-pourpre-cologne-100-ml.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5355.jpg
YVES SAINT LAURENT LIBRE EAU DE TOILETTE,,30ml | 50ml | 90ml,$185.000,,"Escribe un nuevo capítulo de la libertad en Yves Saint Laurent con su nueva fragancia femenina . El nuevo perfume de mujer, viene en una nueva versión más ligera, transparente y luminosa que el icónico Libre Eau De Parfum. La mujer LIBRE Eau De Toilette rompe con las normas y convencionalismos sociales, sabe decir “no”, mostrando una absoluta confianza en sí misma. Una mujer que no se esconde y que es capaz de vivir las emociones hasta el extremo.",5353,https://www.rp-luxury.com/es/fragancias-femeninas/5353-3443-yves-saint-laurent-libre-eau-de-toilette-.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5353.jpg
CAROLINA HERRERA 212 VIP ROSÉ SMILEY EDP 80 Ml,,80ml,$176.033,$251.475,"Rodéate de alegría con 212 VIP Rosé Smiley®, una fragancia de edición limitada que rinde homenaje al Smiley® original, un símbolo universal de positividad y alegría que está perfectamente en sintonía con la filosofía “Alegría de vivir” de Carolina Herrera. Rodéate de alegría con 212 VIP Rosé Smiley® y 212 VIP Black Smiley®, fragancias de edición limitada que rinden homenaje al icónico Smiley®. Edición Limitada",5348,https://www.rp-luxury.com/es/oportuluxury/5348-3879-carolina-herrera-212-vip-rose-smiley-edp-80-ml.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5348.jpg
LANVIN LES FLEURS WATER LILY EDT 90 Ml,,90ml,$123.300,,"Les Fleurs de Lanvin es una colección que inspira evasión. Water Lily es un ramo romántico, una fragancia floral acuática afrutada con un efecto calmante. El acorde fresco del nenúfar rosa se mezcla con un dúo de frutas cítricas para dar brillo a la granada moderna y viva.",5326,https://www.rp-luxury.com/es/fragancias-femeninas/5326-3881-lanvin-les-fleurs-water-lily-edt-90-ml.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5326.jpg
LANVIN LES FLEURS SUNNY MAGNOLIA EDT,,50ml | 90ml,$123.300,,"Les Fleurs de Lanvin es una colección que inspira evasión. Sunny Magnolia, un ramo luminoso, es una fragancia floral afrutada con un efecto brillante y energizante. El radiante acorde de magnolia crea un equilibrio suave y chispeante.",5325,https://www.rp-luxury.com/es/fragancias-femeninas/5325-3882-lanvin-les-fleurs-sunny-magnolia-edt.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5325.jpg
LANVIN LES FLEURS BLUE ORCHID EDT,,50ml | 90ml,$123.300,,"Les Fleurs de Lanvin es una colección que inspira evasión. Blue Orchid, un ramo audaz, es una fragancia floral cítrica amaderada con un efecto suave y reconfortante.",5324,https://www.rp-luxury.com/es/fragancias-femeninas/5324-3883-lanvin-les-fleurs-blue-orchid-edt-.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5324.jpg
HALLOWEEN BLOSSOM EAU DE TOILETTE,,30ml | 50ml | 100ml,$160.500,,Halloween Blossom es un estallido de flores; es libertad y naturaleza. Es conectar contigo misma y darte cuenta de la importancia de saborear cada segundo.,5322,https://www.rp-luxury.com/es/fragancias-femeninas/5322-3476-halloween-blossom-eau-de-toilette-.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5322.jpg
TOUS LOVEME ONIX PARFUM,,30ml | 50ml | 90ml,$214.500,,"Tous LoveMe Onyx Parfum. Un perfume floral, oriental y afrutado que se encuentra entre exquisitos y adictivo. La intensidad de tus notas olfativas es un reflejo de la intensidad de la piedra preciosa en la que se inspira.",5317,https://www.rp-luxury.com/es/fragancias-femeninas/5317-3358-tous-loveme-onix-parfum.html#/31-talla-90ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5317.jpg
NARCISO RODRIGUEZ MUSC NOIR ROSE EAU DE PARFUM,,50ml | 100ml,$357.000,,"Para ella MUSC NOIR ROSE Eau de Parfum Narciso Rodriguez captura un nuevo estado de ánimo de intimidad con MUSC NOIR ROSE, la nueva y sublime fragancia de la icónica colección.",5315,https://www.rp-luxury.com/es/fragancias-femeninas/5315-3355-narciso-rodriguez-musc-noir-rose-eau-de-parfum.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5315.jpg
FLOWER BY KENZO POPPY BOUQUET EAU DE TOILETTE,,50ml,$106.050,$151.500,"Kenzo Poppy Bouquet Eau de Toilette,  una expresión joven, colorida y pop de la amapola emblemática, que se adorna con notas refrescantes y citricas. Un auténtico jugo que florece espontáneamente sobre la piel, como un bouquet de múltiples colores.",5303,https://www.rp-luxury.com/es/oportuluxury/5303-3333-flower-by-kenzo-poppy-bouquet-eau-de-toilette.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5303.jpg
DOLCE & GABBANA DOLCE LILY EAU DE TOILETTE,,30ml | 50ml | 75ml,$135.100,$193.000,"Dolce Lily, la Eau de Toilette luminosa de la colección Dolce. Expresando el lado auténtico y bondadoso de la chica Dolce, la chispeante fragancia afrutada floral encarna su evolución hacia una joven segura de sí misma.",5264,https://www.rp-luxury.com/es/fragancias-femeninas/5264-3276-dolce-gabbana-dolce-lily-eau-de-toilette.html#/33-talla-50ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5264.jpg
CAROLINA HERRERA 212 HEROES FOR HER EDP,,30ml | 50ml | 80ml,$147.280,,"212 Heroes For Her es una atrevida fragancia nueva que defiende la juventud sin límites, la autenticidad y la libertad de ser tú misma.",5279,https://www.rp-luxury.com/es/fragancias-femeninas/5279-3293-carolina-herrera-212-heroes-for-her-edp.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5279.jpg
MUGLER ALIEN GODDESS EAU DE PARFUM RECARGABLE,,30ml | 60ml | 90ml,$311.000,,Esta creación Floral Ambery Woody deja tras de sí un rastro facetado por los ingredientes más gloriosos de la paleta de los perfumistas que hipnotizarán tus sentidos. Un ramo floral solar resplandeciente de luminosidad facetado en torno a 3 revelaciones.,5265,https://www.rp-luxury.com/es/fragancias-femeninas/5265-3279-mugler-alien-goddess-eau-de-parfum-recargable.html#/28-talla-60ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5265.jpg
BURBERRY BY HER GARDEN PARTY EAU DE TOILETTE,,50ml | 100ml,$268.485,,"Burberry Her para la mujer audaz y moderna. Diseñado para la mujer moderna y atrevida, Burberry Eau de Toilette equilibra alegres notas afrutadas con una adictiva base amaderada. Inspirada en las aventuras urbanas, Her Eau de Toilette es la fragancia perfecta para mujeres audaces, atrevidas y de espíritu libre.",,https://www.rp-luxury.com/es/fragancias-femeninas/5245-3222-burberry-by-her-garden-party-eau-de-toilette-.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\sin_ref_-383957349372272048.jpg
ROCHAS GIRL EAU DE TOILETTE,,40ml | 60ml | 100ml,$200.000,,"Girl es una fragancia diseñada bajo principios responsables con el medioambiente, tanto en su fórmula como en su envase. Para este desarrollo, trabajamos con todo el sector industrial para alcanzar el mejor compromiso posible dadas las limitaciones de la industria del lujo. Girl no pretende ser una fragancia perfecta. Girl es una fragancia que adopta el enfoque sincero de hacer las cosas mejor y nuestra línea seguirá mejorando a medida que avanza la experiencia industrial. ¡Puede contar con nosotros!",5241,https://www.rp-luxury.com/es/fragancias-femeninas/5241-3209-rochas-girl-eau-de-toilette.html#/34-talla-100ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5241.jpg
GIVENCHY IRRESISTIBLE EAU DE TOILETTE FRAICHE,,35ml | 50ml | 80ml,$158.620,$226.600,"Un contraste cautivador entre la rosa fresca y las especias vibrantes. Libera tu energía y exprésate libremente con Givenchy Irresistible  Eau de Toilette Fraiche para mujer. Una fusión de espontaneidad pura y vitalidad estimulante. Givenchy irresistible Eau de Toilette Fraiche, una fragancia que te invita a dejar ir y ser vos mismo. #IRRESISTIBLEISUS",5240,https://www.rp-luxury.com/es/oportuluxury/5240-3206-givenchy-irresistible-eau-de-toilette-fraiche.html#/29-talla-80ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5240.jpg
MUGLER ALIEN EAU DE PARFUM RECARGABLE,,30ml | 90ml,$161.700,$231.000,"Alien de Thierry Mugler es un Eau de Parfum para mujer. Por su estructura olfativa y visual, se ha coronado como uno de los perfumes más innovadores del mercado en los últimos años, y desde el momento de su lanzamiento no ha dejado indiferente a nadie. Esta fragancia original y única, sigue la línea de todos los perfumes de la firma, esencias intensas y que quedan grabadas en la mente de todos. Alien, es una creación llena de misterio, un talismán mágico, para mujeres seductoras y enigmáticas, en búsqueda de nuevas experiencias, mujeres sexys y radiantes, que no dejan escapar las oportunidades que les brinda la vida. Su estela aromática está protagonizada por una flor: el jazmín. Al ser una fragancia que pretende destacar un solo elemento, no sigue la pirámide olfativa clásica y deja a un lado los aromas cítricos iniciales, para entrar pisando fuerte, con notas cálidas y seductoras. Estamos ante una creación compuesta con pocos ingredientes, pero todos ellos combinados estratégicamente, para hacer de cada uno de ellos joyas de la alta perfumería. Alien es un perfume que realza y sublima la belleza natural de cada mujer, adaptándose a cada una de nosotras como si de una segunda piel se tratase, y proyectando así seguridad y confianza.",5224,https://www.rp-luxury.com/es/oportuluxury/5224-3199-mugler-alien-eau-de-parfum-recargable.html#/32-talla-30ml,C:\Users\Bruno\Downloads\Imagenes_fragancias_femeninas\5224.jpg
